FW,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF190991,190991,"$87,224.13 "," (87,224.13)",190991,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY0TF190991,G36064
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF191044,191044,"$87,224.13 "," (87,224.13)",191044,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY4TF191044,G36069
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF191356,191356,"$87,224.13 "," (87,224.13)",191356,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY1TF191356,G36077
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF191471,191471,"$87,224.13 "," (87,224.13)",191471,2026 GMC SIERRA 2500H  12/16/25  1GT4UREY1TF191471,G36049
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF191526,191526,"$87,224.13 "," (87,224.13)",191526,"NEUSCH, KEITH THOMAS   12/16/25  1GT4UREY0TF191526",G36043
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF191579,191579,"$87,224.13 "," (87,224.13)",191579,2026 GMC SIERRA 2500H  12/16/25  1GT4UREYXTF191579,G36048
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF191786,191786,"$87,224.13 "," (87,224.13)",191786,2026 GMC SIERRA 2500H  12/17/25  1GT4UREY4TF191786,G36061
2026 GMC Truck GMC SIER 25D,1GT4UREY3TF185753,185753,"$87,275.00 "," (87,275.00)",185753,2026 GMC SIERRA 2500H  12/11/25  1GT4UREY3TF185753,G36028
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF185881,185881,"$87,275.00 "," (87,275.00)",185881,2026 GMC SIERRA 2500H  12/10/25  1GT4UREY1TF185881,G36024
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF186372,186372,"$87,275.00 "," (87,275.00)",186372,"KNANDEL, CHANDLER AUG   1/05/26  1GT4UREY7TF186372",G36132
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF183496,183496,"$87,779.13 "," (87,779.13)",183496,2026 GMC SIERRA 2500H  12/05/25  1GT4UREYXTF183496,G35968
2026 GMC Truck GMC SIER 25D,1GT4UREY5TF183504,183504,"$87,779.13 "," (87,779.13)",183504,2026 GMC SIERRA 2500H  12/11/25  1GT4UREY5TF183504,G36027
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF191266,191266,"$87,779.13 "," (87,779.13)",191266,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY0TF191266,G36075
2026 GMC Truck GMC SIER 25D,1GT4UREY8TF191306,191306,"$87,779.13 "," (87,779.13)",191306,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY8TF191306,G36070
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF191612,191612,"$87,779.13 "," (87,779.13)",191612,2026 GMC SIERRA 2500H  12/16/25  1GT4UREY4TF191612,G36045
2026 GMC Truck GMC YUK 4XAT,1GKS2HKL1TR154570,154570,"$87,965.50 ",,,,
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF223429,223429,"$88,534.70 "," (88,534.70)",223429,2026 GMC SIERRA 2500H   2/24/26  1GT4UREYXTF223429,G36343
2026 GMC Truck GMC SIER 25D,1GT4UREY5TF223466,223466,"$88,534.70 "," (88,534.70)",223466,2026 GMC SIERRA 2500H   3/27/26  1GT4UREY5TF223466,G36612
2026 GMC Truck GMC SIER 25D,1GT4UREY5TF224018,224018,"$88,534.70 ",,,,
2026 GMC Truck GMC SIER 25D,1GT4UREY9TF224247,224247,"$88,534.70 ",,,,
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF224506,224506,"$88,534.70 ",,,,
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF224575,224575,"$88,534.70 ",,,,
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL4TR294590,294590,"$88,911.28 "," (88,911.28)",294590,2026 GMC YUKON          3/17/26  1GKS2DKL4TR294590,G36474
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL6TR294803,294803,"$88,911.28 "," (88,911.28)",294803,2026 GMC YUKON          3/19/26  1GKS2DKL6TR294803,G36501
2026 GMC Truck GMC SIER 25D,1GT4UREY2TF223604,223604,"$89,089.70 ",,,,
2026 GMC Truck GMC SIER 25D,1GT4UREY2TF224073,224073,"$89,089.70 "," (89,089.70)",224073,2026 GMC SIERRA 2500H   3/20/26  1GT4UREY2TF224073,G36511
2026 GMC Truck GMC SIER 25D,1GT4UREY9TF224149,224149,"$89,089.70 "," (89,089.70)",224149,2026 GMC SIERRA 2500H   3/20/26  1GT4UREY9TF224149,G36503
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL7TR154581,154581,"$89,165.70 "," (89,165.70)",154581,2026 GMC YUKON XL      10/23/25  1GKS2JKL7TR154581,G35696
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR283984,283984,"$89,301.40 "," (89,301.40)",283984,2026 GMC YUKON XL       3/09/26  1GKS2JKL5TR283984,G36408
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL0TR295428,295428,"$89,466.28 "," (89,466.28)",295428,2026 GMC YUKON          3/19/26  1GKS2DKL0TR295428,G36502
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL6TR295448,295448,"$89,466.28 "," (89,466.28)",295448,2026 GMC YUKON          3/19/26  1GKS2DKL6TR295448,G36500
2024 GMC Truck GMC SIER EV,1GT401EL4RU401521,401521,"$89,545.50 "," (89,545.50)",401521,2024 GMC SIERRA EV      3/11/26  1GT401EL4RU401521,G33968
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL3TR154559,154559,"$90,923.13 ",,,,
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR154577,154577,"$91,132.65 "," (91,132.65)",154577,2026 GMC YUKON XL      10/23/25  1GKS2JKL5TR154577,G35694
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL1TR292875,292875,"$91,174.53 "," (91,174.53)",292875,2026 GMC YUKON XL       3/16/26  1GKS2JKL1TR292875,G36460
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL3TR294868,294868,"$91,267.03 "," (91,267.03)",294868,2026 GMC YUKON XL       3/18/26  1GKS2JKL3TR294868,G36486
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL0TR284590,284590,"$91,794.28 "," (91,794.28)",284590,2026 GMC YUKON XL       3/10/26  1GKS2JKL0TR284590,G36426
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR284956,284956,"$91,794.28 "," (91,794.28)",284956,2026 GMC YUKON XL       3/06/26  1GKS2JKL5TR284956,G36381
2026 GMC Truck GMC YUK 4XDE,1GKS2JKLXTR285150,285150,"$91,794.28 "," (91,794.28)",285150,2026 GMC YUKON XL       3/06/26  1GKS2JKLXTR285150,G36384
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL6TR282344,282344,"$92,190.40 "," (92,190.40)",282344,2026 GMC YUKON          3/27/26  1GKS2DKL6TR282344,G36626
2026 GMC Truck GMC YUK 4DEN,1GKS2DKLXTR284369,284369,"$92,255.15 "," (92,255.15)",284369,"REECE, JENNIFER COLAN   3/09/26  1GKS2DKLXTR284369",G36409
2026 GMC Truck GMC YUK 2XDE,1GKS1JKL5TR262748,262748,"$92,440.15 "," (92,440.15)",262748,2026 GMC YUKON XL       2/18/26  1GKS1JKL5TR262748,G36328
2026 GMC Truck GMC YUK 2XDE,1GKS1JKL1TR267347,267347,"$92,440.15 "," (92,440.15)",267347,2026 GMC YUKON XL       2/23/26  1GKS1JKL1TR267347,G36337
2026 GMC Truck GMC YUK 2XDE,1GKS1JKL8TR265434,265434,"$92,995.15 "," (92,995.15)",265434,2026 GMC YUKON XL       2/23/26  1GKS1JKL8TR265434,G36336
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL5TR164624,164624,"$96,889.35 "," (96,889.35)",164624,2026 GMC YUKON XL      10/30/25  1GKS2JKL5TR164624,G35782
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL0TR245871,245871,"$97,816.03 "," (97,816.03)",245871,2026 GMC YUKON XL       2/06/26  1GKS2JKL0TR245871,G36219
2026 GMC Truck GMC YUK 4XDE,1GKS2JKL4TR246778,246778,"$97,816.03 "," (97,816.03)",246778,2026 GMC YUKON XL       2/06/26  1GKS2JKL4TR246778,G36220
2026 GMC Truck GMC YUK 4XAT,1GKS2WKL7TR260445,260445,"$100,234.28 "," (100,234.28)",260445,2026 GMC YUKON XL       2/23/26  1GKS2WKL7TR260445,G36338
2026 GMC Truck GMC YUK 4XDE,1GKS2KKL6TR273809,273809,"$107,850.28 "," (107,850.28)",273809,2026 GMC YUKON XL       3/03/26  1GKS2KKL6TR273809,G36357
2025 GMC Truck GMC HMER EV3,1GT40DDBXSU115236,115236,"$121,885.00 "," (121,885.00)",115236,2025 GMC HUMMER EV PI   3/24/25  1GT40DDBXSU115236,G34234
,,,"$41,134,465.98 "," (37,765,469.94)",otals:,Final Totals:,
